gene_id	gene_name	gene_type	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000274828.1	RP11-567M16.6	lincRNA	1.1724504136131653	1.913756894411793	3.7268801706820365	2.2079270922082766e-4	0.1630186169747111	-0.47371356932033404
ENSG00000061455.10	PRDM6	protein_coding	-1.1109113418467869	1.7984098030416382	-3.7019098160179666	2.4292527550242202e-4	0.16991983744353625	-0.1422268684674819
ENSG00000144908.12	ALDH1L1	protein_coding	-2.2401599346064835	1.7561447996323463	-3.68335198189239	2.607096075983755e-4	0.17324153424912053	-0.13209269414582714
ENSG00000272886.4	DCP1A	protein_coding	-0.3937296340745546	4.691443481574454	-3.604808473639153	3.504393096576269e-4	0.2217780202547553	0.01705023922320148
ENSG00000151292.16	CSNK1G3	protein_coding	-0.4229372600245556	4.93127853938634	-3.5823200844457346	3.81040353751681e-4	0.22474416249749596	-0.04655826850778855
ENSG00000137819.12	PAQR5	protein_coding	-1.1388939074941955	2.8273829064575438	-3.5767758197269512	3.88960810246083e-4	0.22474416249749596	-0.2125545727690179
ENSG00000128908.14	INO80	protein_coding	-0.3820848002362405	5.321621907373998	-3.5619326633365427	4.1093224480763106e-4	0.22474416249749596	-0.10664028170363427
ENSG00000129946.9	SHC2	protein_coding	1.2804653153059775	3.281146336571	3.5224250011107108	4.752156796922826e-4	0.22474416249749596	-0.48352939498880687
ENSG00000165591.6	FAAH2	protein_coding	1.011661989869995	2.7793349801889926	3.520525022393207	4.7853279053739774e-4	0.22474416249749596	-0.5979867934798007
ENSG00000105290.10	APLP1	protein_coding	1.7176723168643144	1.9555276941050934	3.5137861014931144	4.904736459014827e-4	0.22474416249749596	-0.8103702052007149
ENSG00000230844.2	ZNF674-AS1	lincRNA	0.8512899470588049	1.9266827492786922	3.513011489553418	4.918639284537551e-4	0.22474416249749596	-0.9270691845964496
ENSG00000166922.7	SCG5	protein_coding	1.4196533774353544	1.5999023094391647	3.5104744184959156	4.964433587706949e-4	0.22474416249749596	-0.8051327063416611
ENSG00000140853.14	NLRC5	protein_coding	-1.079566209723984	5.4181966055728505	-3.496311986046047	5.227482452304734e-4	0.22474416249749596	-0.3099538364878809
ENSG00000100319.12	ZMAT5	protein_coding	0.5807754926779016	3.6862240994370117	3.49521232563951	5.248443382001574e-4	0.22474416249749596	-0.4535935223670542
ENSG00000011376.8	LARS2	protein_coding	-0.43663370797630413	4.462182901273624	-3.486798277995017	5.411447103024733e-4	0.22474416249749596	-0.3538626413455912
ENSG00000172936.11	MYD88	protein_coding	-0.5083635847108426	5.909264211260567	-3.4447909867695032	6.298461566336589e-4	0.2536562248988281	-0.46865532741294835
ENSG00000164342.11	TLR3	protein_coding	-1.0388452313549452	2.4617838677529877	-3.4321454681860577	6.590982402774084e-4	0.2576298709790223	-0.6798065999670451
ENSG00000121281.11	ADCY7	protein_coding	-0.846867425194888	3.952864980755986	-3.402949797221417	7.315460415850382e-4	0.27777848264757593	-0.6153838061128294
ENSG00000120314.17	WDR55	protein_coding	-0.4176178673943583	4.862625528938423	-3.3875293874504875	7.727433427949089e-4	0.28527108404845386	-0.6442042815155578
ENSG00000183891.5	TTC32	protein_coding	0.8112075205539807	2.7918648094455483	3.3699693887878723	8.22284821890424e-4	0.29288529403790087	-1.0129367400818108
ENSG00000153721.16	CNKSR3	protein_coding	0.9557564575777157	4.712575803589416	3.3560138113922777	8.637494911997196e-4	0.29288529403790087	-0.7731192880626772
ENSG00000184678.9	HIST2H2BE	protein_coding	1.5497130358719098	4.573548797069972	3.3350827262360285	9.296005221853742e-4	0.29288529403790087	-0.8654886302813036
ENSG00000140564.9	FURIN	protein_coding	0.7606594435153312	7.684474533902931	3.3323710602157712	9.384652880632209e-4	0.29288529403790087	-0.8074567405112694
ENSG00000164898.11	C7orf55	protein_coding	0.762324954642082	2.6088918532406695	3.330503337374694	9.446167448262264e-4	0.29288529403790087	-1.1015887406627707
ENSG00000009954.9	BAZ1B	protein_coding	-0.46498456434469376	7.040542460973058	-3.32733917313835	9.551237293804996e-4	0.29288529403790087	-0.8222432137408129
ENSG00000163635.16	ATXN7	protein_coding	-0.41076789353228965	4.722063444332503	-3.323725816955234	9.672551350369544e-4	0.29288529403790087	-0.8339822028517867
ENSG00000120832.8	MTERF2	protein_coding	0.6510135406163564	2.989201331583104	3.3230107175552903	9.696729072737124e-4	0.29288529403790087	-1.0395766175975734
ENSG00000148400.9	NOTCH1	protein_coding	-0.920756218587632	6.543506965538542	-3.310189017792093	0.0010139880198317922	0.2994644618569893	-0.872360493969655
ENSG00000186132.13	C2orf76	protein_coding	0.5628629321252434	2.7867911076921987	3.292477605484426	0.0010783027133270898	0.30717213032422197	-1.203861312445242
ENSG00000134250.16	NOTCH2	protein_coding	-0.7341085561810473	6.977602096641605	-3.2903409850636267	0.0010863122742843065	0.30717213032422197	-0.9308668665140969
ENSG00000250899.3	RP11-253E3.3	lincRNA	-0.8578885784472163	1.9211777338759037	-3.2776614630497685	0.0011349915334970902	0.31425078083700686	-1.2623907872829747
ENSG00000155506.15	LARP1	protein_coding	-0.44563463124791464	7.856169798337218	-3.265606550387179	0.0011831423549232968	0.32089718157001257	-1.0021412435579808
ENSG00000221963.5	APOL6	protein_coding	-0.9156100910802	6.04547582805927	-3.2294926989261854	0.001338963554110053	0.33400029138312354	-1.1086690773363035
ENSG00000139626.14	ITGB7	protein_coding	-0.8754009636962425	2.202078603927421	-3.2146080711112774	0.0014085516620215906	0.33400029138312354	-1.2972912133670977
ENSG00000114648.10	KLHL18	protein_coding	-0.3008936501105896	4.206846133413975	-3.211916760477901	0.001421485747591593	0.33400029138312354	-1.1622330202264006
ENSG00000205246.7	RPSAP58	protein_coding	-1.3523841396509904	3.2553545772028674	-3.203835666521675	0.0014609857252806193	0.33400029138312354	-1.208917329655411
ENSG00000049883.13	PTCD2	protein_coding	-0.41606883797755634	3.2985922176325575	-3.1991147257604	0.001484528759105683	0.33400029138312354	-1.2517187756593913
ENSG00000104490.16	NCALD	protein_coding	1.2593237739043208	3.7516715779023326	3.1939496226347246	0.0015106883830868889	0.33400029138312354	-1.2788559319200505
ENSG00000204642.12	HLA-F	protein_coding	-1.0724334298474605	5.889141548874087	-3.190432047906398	0.0015287470458671794	0.33400029138312354	-1.2207463745045741
ENSG00000134590.12	FAM127A	protein_coding	0.5050581301325576	6.345820238161706	3.1884449000705053	0.0015390367440306857	0.33400029138312354	-1.2259517155448778
ENSG00000143178.11	TBX19	protein_coding	0.7789062075018726	2.0955456144541977	3.1867239964133565	0.001547999482990186	0.33400029138312354	-1.600549056057322
ENSG00000067715.12	SYT1	protein_coding	1.6961237807966332	3.0374749144201414	3.183874793522725	0.0015629447036670644	0.33400029138312354	-1.4525163187632018
ENSG00000163820.13	FYCO1	protein_coding	-0.5112564285065738	5.0620413011625605	-3.1789876468845137	0.0015888906484314274	0.33400029138312354	-1.2488694354789933
ENSG00000212747.4	FAM127C	protein_coding	0.7818427404504776	4.471662872981857	3.1771153586443464	0.0015989356624813256	0.33400029138312354	-1.2962386363445324
ENSG00000041880.13	PARP3	protein_coding	-0.5782087037012363	4.03154503982501	-3.176781559523513	0.0016007326787679207	0.33400029138312354	-1.2589902138169462
ENSG00000117228.9	GBP1	protein_coding	-1.169685777022049	5.941897211379986	-3.1736656050492567	0.0016175977308411978	0.33400029138312354	-1.2678500352282942
ENSG00000145041.14	VPRBP	protein_coding	-0.3388785673826778	5.22143785365795	-3.167355014319311	0.001652257620579996	0.33400029138312354	-1.2820359440925904
ENSG00000163935.12	SFMBT1	protein_coding	-0.49349381465137665	3.7592176349484663	-3.1650551532155564	0.0016650588319454158	0.33400029138312354	-1.3049205812903697
ENSG00000113048.15	MRPS27	protein_coding	-0.40092495968061354	5.771619390399504	-3.159688685461064	0.0016952859934597031	0.33400029138312354	-1.3071493138681483
ENSG00000138495.5	COX17	protein_coding	0.7003914519635698	4.826211140165695	3.1547999758455068	0.0017232622588261217	0.33400029138312354	-1.3198945341680046
ENSG00000154814.12	OXNAD1	protein_coding	-0.38732336036922604	3.3467653453201995	-3.1522841528768373	0.0017378248660663178	0.33400029138312354	-1.363137752051471
ENSG00000038274.15	MAT2B	protein_coding	-0.44942938449669895	6.113252155393542	-3.151133302247041	0.001744524243764848	0.33400029138312354	-1.3325778398060981
ENSG00000184110.13	EIF3C	protein_coding	-0.5226850718465745	2.8518994999101475	-3.148623186092421	0.0017592189914837208	0.33400029138312354	-1.4385006349904081
ENSG00000186470.12	BTN3A2	protein_coding	-0.9006087236719019	5.326517106482375	-3.134331018779607	0.0018450873876672716	0.3346169040583031	-1.3777652969352134
ENSG00000273145.1	CITF22-92A6.1	lincRNA	0.8879773614457677	1.1812163827702693	3.134118355422389	0.001846393779340171	0.3346169040583031	-2.0453446427667927
ENSG00000128829.10	EIF2AK4	protein_coding	-0.45148911631258376	6.106026479386129	-3.133849228464687	0.0018480482497625309	0.3346169040583031	-1.3808056796561345
ENSG00000163814.6	CDCP1	protein_coding	-0.8423194464841789	6.580776106882084	-3.1258243197690585	0.001898014318311085	0.3346169040583031	-1.4018137263268082
ENSG00000169193.10	CCDC126	protein_coding	0.6529980640451445	3.2033415281463427	3.119738138761732	0.0019367362488826715	0.3346169040583031	-1.5302732519922841
ENSG00000144674.15	GOLGA4	protein_coding	-0.4194678962759643	6.259444923546114	-3.1184079773753104	0.0019452954553558371	0.3346169040583031	-1.4240907514022974
ENSG00000205220.10	PSMB10	protein_coding	-0.7446384713375566	4.47589072923791	-3.1132969726330932	0.0019785085826503563	0.3346169040583031	-1.4303973272038437
ENSG00000196335.11	STK31	protein_coding	1.4909609793126801	1.7107708119502487	3.1101090975649868	0.0019994882442790954	0.3346169040583031	-2.1718980468291482
ENSG00000168394.10	TAP1	protein_coding	-0.9878639171255895	7.280876406548775	-3.102820459972151	0.0020482274379164454	0.3346169040583031	-1.4628984141993904
ENSG00000169857.6	AVEN	protein_coding	-0.5199926865430714	3.8203280067297296	-3.1017263123392844	0.0020556377375135593	0.3346169040583031	-1.4689827223278602
ENSG00000182359.13	KBTBD3	protein_coding	0.5685093579864141	1.8893326356311397	3.1006758040710487	0.0020627757024110306	0.3346169040583031	-1.8010612506501746
ENSG00000107731.11	UNC5B	protein_coding	-0.969690305894032	5.7156450978278075	-3.09130092251829	0.002127493841193545	0.3346169040583031	-1.4969606562451059
ENSG00000160180.15	TFF3	protein_coding	2.281877728661839	2.108873774525511	3.0902283550972087	0.0021350160891142307	0.3346169040583031	-1.7244940796357904
ENSG00000138166.5	DUSP5	protein_coding	-1.0190210045521266	4.978812914022815	-3.087750350681092	0.002152488791344795	0.3346169040583031	-1.5054698718921289
ENSG00000131370.14	SH3BP5	protein_coding	-0.7601917042410556	2.7443843818333993	-3.087208730973912	0.0021563252960907137	0.3346169040583031	-1.5680572836417213
ENSG00000155858.5	LSM11	protein_coding	-0.4562510047301856	2.8186473248469617	-3.083102539018598	0.0021856163629293732	0.3346169040583031	-1.6117619962795078
ENSG00000165025.13	SYK	protein_coding	-0.7672625910535034	5.956695685724715	-3.0820303492066814	0.002193324746640696	0.3346169040583031	-1.5247012843347987
ENSG00000129250.10	KIF1C	protein_coding	-0.5343634599132205	6.850904382668966	-3.078941387919773	0.0022156725024176575	0.3346169040583031	-1.5315741410593962
ENSG00000179085.7	DPM3	protein_coding	0.721754888617285	3.9723862568349655	3.069079037129594	0.0022884330597911233	0.33807430102026026	-1.5770980983580398
ENSG00000171943.10	SRGAP2C	protein_coding	-0.4924352755416502	2.3375772970546906	-3.0658038557742695	0.002313077780526402	0.33807430102026026	-1.70544879323259
ENSG00000153560.10	UBP1	protein_coding	-0.3765593140265362	6.305547774894969	-3.0655655471365395	0.0023148804659777035	0.33807430102026026	-1.570514665436602
ENSG00000173540.11	GMPPB	protein_coding	-0.35456306100273466	4.596298690350553	-3.058151858590888	0.002371610427549973	0.3425945932841211	-1.5795229817782008
ENSG00000272462.2	U91328.19	lincRNA	1.019165523571392	1.7578337779403315	3.052066507542844	0.0024191274826482994	0.3457011209074828	-2.0137508244129947
ENSG00000133321.9	RARRES3	protein_coding	-1.0911880915667136	4.482609715013826	-3.025731416617232	0.002635013310608166	0.37254603082960136	-1.6684341371435085
ENSG00000168243.9	GNG4	protein_coding	2.087345873284797	2.6969912776097384	3.020154799095932	0.002682938249235178	0.37532894034037384	-1.8362513077284541
ENSG00000144791.8	LIMD1	protein_coding	-0.4259378824253215	5.1692642873158325	-3.014735106476816	0.0027302793516945667	0.37797304775021656	-1.7025654464354396
ENSG00000269313.4	MAGIX	protein_coding	0.8150490857057443	1.9150057150407034	3.009348177693946	0.002778092145876096	0.3806272641102404	-2.021050692230576
ENSG00000175701.9	LINC00116	protein_coding	0.7883962552823675	3.660957973688282	3.005189233073323	0.0028155294137909865	0.3818202643804307	-1.7758776062156483
ENSG00000178401.13	DNAJC22	protein_coding	1.3143187625632535	0.9829815277150573	2.998662475596293	0.002875213907079722	0.38291078623694413	-2.217236655264857
ENSG00000006016.9	CRLF1	protein_coding	1.5822538175894918	2.722375079787039	2.9946378201583714	0.002912593206069064	0.38291078623694413	-1.8720438563584723
ENSG00000101596.13	SMCHD1	protein_coding	-0.5170388919481419	5.96422277093477	-2.9900710323971103	0.002955546380615614	0.38291078623694413	-1.775044751764904
ENSG00000133983.13	COX16	protein_coding	0.4238384925257371	4.3033127319795765	2.9890718768489175	0.0029650210014976865	0.38291078623694413	-1.7640684334225432
ENSG00000168036.15	CTNNB1	protein_coding	-0.47603765363344325	8.70551579021327	-2.9887971901696093	0.0029676306232058122	0.38291078623694413	-1.7660173981135352
ENSG00000082516.8	GEMIN5	protein_coding	-0.35759929738704377	4.695390610993179	-2.9856754359104882	0.0029974365407160787	0.38303780409727584	-1.7722438342520355
ENSG00000166002.5	SMCO4	protein_coding	0.6992257249501039	4.071065727165964	2.980691096271151	0.0030455946931262257	0.3844789365054054	-1.795594135295047
ENSG00000177731.14	FLII	protein_coding	-0.4706513078277219	7.315701094489599	-2.975128676536398	0.003100173693493803	0.3844789365054054	-1.810768079659737
ENSG00000118900.13	UBN1	protein_coding	-0.4442817999926999	6.341297074220686	-2.9741470825139604	0.0031098975903370274	0.3844789365054054	-1.8177098157148803
ENSG00000275395.3	FCGBP	protein_coding	-1.4167519757644869	3.7020229984927746	-2.9719532510087996	0.0031317311611886093	0.3844789365054054	-1.804679722256131
ENSG00000204264.7	PSMB8	protein_coding	-0.7935209922305524	6.216189057077391	-2.9676902840163617	0.003174558820521711	0.3844789365054054	-1.834380485896888
ENSG00000184730.9	APOBR	protein_coding	-0.7872742553494739	3.284011433475891	-2.9649770103035973	0.0032020958895643916	0.3844789365054054	-1.8294820145009303
ENSG00000213533.10	TMEM110	protein_coding	-0.38471592766871415	1.5575826318260746	-2.9600033669047643	0.0032531414704701656	0.3844789365054054	-2.110236739727413
ENSG00000113522.12	RAD50	protein_coding	-0.41691936554774056	5.622852580130172	-2.9587198074765433	0.003266435160690863	0.3844789365054054	-1.8560979943386005
ENSG00000204592.8	HLA-E	protein_coding	-0.6422795171225751	9.27370907118917	-2.95846466950562	0.0032690835082852376	0.3844789365054054	-1.8419400167340463
ENSG00000173156.5	RHOD	protein_coding	-0.9805564549230611	4.539999678033538	-2.9531330218556717	0.0033248774423483883	0.38761071235798317	-1.8592602322909833
ENSG00000128284.18	APOL3	protein_coding	-0.9916862299394158	4.360260232389191	-2.9473071542884344	0.003386837362368799	0.3906391995598461	-1.8734390115312056
ENSG00000184216.10	IRAK1	protein_coding	-0.49611568242967524	7.604027843675572	-2.94338090451581	0.003429187465412541	0.3906391995598461	-1.8936817640114314
ENSG00000131668.12	BARX1	protein_coding	3.069744810505385	1.3193316427467292	2.9424742196085174	0.0034390358426261845	0.3906391995598461	-2.3345529242543583
ENSG00000179152.17	TCAIM	protein_coding	-0.3757142567466474	4.070085842525668	-2.933276451990482	0.0035404122508767154	0.3937087848656492	-1.9036470419728864
ENSG00000163599.13	CTLA4	protein_coding	-1.0500122770707805	1.3064249077510097	-2.9329817945908045	0.003543704572855579	0.3937087848656492	-2.069562298287446
ENSG00000181555.18	SETD2	protein_coding	-0.28910867949786423	5.964917428677731	-2.9298486048692722	0.0035788862328035185	0.3937087848656492	-1.934549775407406
ENSG00000120708.15	TGFBI	protein_coding	-1.2893352895922903	7.808048081276139	-2.9276869392441327	0.003603344512717405	0.3937087848656492	-1.9282302093439387
ENSG00000135469.12	COQ10A	protein_coding	0.5342106922717705	2.676409930346571	2.9267334289919975	0.003614181471302423	0.3937087848656492	-2.017642792319559
ENSG00000240065.6	PSMB9	protein_coding	-1.0320636371325147	5.344060216362694	-2.923571875184806	0.0036503267682862586	0.3944133556953201	-1.9491111495910527
ENSG00000132470.12	ITGB4	protein_coding	-1.1177536194440016	8.8873141013653	-2.9141221673951225	0.003760338549153021	0.39636221806668986	-1.9564994470855663
ENSG00000128487.15	SPECC1	protein_coding	-0.8083565403888854	4.379072500915236	-2.914052035526067	0.0037611661983940605	0.39636221806668986	-1.958130395732765
ENSG00000100416.11	TRMU	protein_coding	0.527323285039392	5.026078922541977	2.912095614151833	0.0037843216488983263	0.39636221806668986	-1.9619698548286042
ENSG00000203950.6	FAM127B	protein_coding	0.49875642540297577	5.714467889258424	2.9106049112148877	0.0038020522322745926	0.39636221806668986	-1.9738176015372964
ENSG00000104863.10	LIN7B	protein_coding	0.6680227201166199	2.121200335204173	2.909299139408274	0.003817645436414338	0.39636221806668986	-2.1595379103833814
ENSG00000114405.9	C3orf14	protein_coding	1.0924127217239579	2.9925685953246326	2.906828554419418	0.0038473082114825427	0.39636221806668986	-2.069496065944203
ENSG00000186364.10	NUDT17	protein_coding	0.6779286182009971	1.6751216384264918	2.8980794893256094	0.003954050438830533	0.4016069167957066	-2.319234781230588
ENSG00000164062.11	APEH	protein_coding	-0.3502019958437354	6.223848202402377	-2.892639713057833	0.004021771650320404	0.4016069167957066	-2.032406882218363
ENSG00000139438.5	FAM222A	protein_coding	1.217710845567534	2.5080861694804337	2.8904943026959304	0.004048769767405976	0.4016069167957066	-2.198380200592466
ENSG00000163463.10	KRTCAP2	protein_coding	0.42588063017624483	4.3782496309267795	2.8864075850369715	0.004100654817124248	0.4016069167957066	-2.021467636454529
ENSG00000156587.14	UBE2L6	protein_coding	-0.8437649795873494	6.481247094699761	-2.8853594462997223	0.004114059227190005	0.4016069167957066	-2.0496234805146982
ENSG00000114745.12	GORASP1	protein_coding	-0.28897875816162316	5.115095334769772	-2.8847776960972324	0.004121516309042188	0.4016069167957066	-2.0427668911616093
ENSG00000168301.11	KCTD6	protein_coding	0.46731602680475726	2.3067560812396164	2.8843758524490353	0.004126674470411144	0.4016069167957066	-2.1735891566923007
ENSG00000099810.17	MTAP	protein_coding	-1.1286170063052596	4.682670570726591	-2.87926121153719	0.004192842811518174	0.4016069167957066	-2.051142047586797
ENSG00000120509.9	PDZD11	protein_coding	0.4187454050602558	5.311187818896314	2.8789670365356628	0.004196677783601976	0.4016069167957066	-2.0497701174400507
ENSG00000204267.12	TAP2	protein_coding	-0.6479203259013905	5.568712481764095	-2.874896855100677	0.004250066908637308	0.4016069167957066	-2.076213628206197
ENSG00000127418.13	FGFRL1	protein_coding	-0.7344657453444116	4.242627852962253	-2.874161575926775	0.0042597773373033625	0.4016069167957066	-2.058780326260108
ENSG00000173821.18	RNF213	protein_coding	-0.6500948294936532	7.752430614210572	-2.874081136743313	0.0042608408779679936	0.4016069167957066	-2.0698660387240535
ENSG00000170558.7	CDH2	protein_coding	1.7568680851408238	1.5869217416980264	2.8637607508373755	0.004399315431235546	0.40742261296535165	-2.3113048843294166
ENSG00000145022.4	TCTA	protein_coding	0.46732440862247315	4.671802543727463	2.8632469979506867	0.004406314539034616	0.40742261296535165	-2.080463475305256
ENSG00000145734.17	BDP1	protein_coding	-0.37711325333270485	4.663155972023914	-2.8626462710361027	0.004414511382017354	0.40742261296535165	-2.091207090566168
ENSG00000156983.14	BRPF1	protein_coding	-0.3299292854105018	4.6393790669303945	-2.860237711463659	0.004447515343418821	0.40763778561404235	-2.0954106318026224
ENSG00000129654.7	FOXJ1	protein_coding	-1.8945457780176524	1.2747859701653537	-2.8533006537199297	0.004543830116626299	0.41257405108020195	-2.2031922383199776
ENSG00000132274.14	TRIM22	protein_coding	-0.8997530452889465	5.574583832227587	-2.8519032223870853	0.00456346015867492	0.41257405108020195	-2.1350330210713437
ENSG00000055118.13	KCNH2	protein_coding	1.8368582058076752	1.8351478221551654	2.8468921190992167	0.0046344878093907685	0.4161644796405629	-2.337478248575795
ENSG00000165355.7	FBXO33	protein_coding	0.4300754210699495	3.8925242388094676	2.843243041117075	0.004686840612952417	0.41678661094591946	-2.1305977101254427
ENSG00000144747.13	TMF1	protein_coding	-0.3453103349350183	5.110059023720253	-2.842045534275644	0.004704137821060039	0.41678661094591946	-2.1525163606472315
ENSG00000169871.11	TRIM56	protein_coding	-0.49708034316445826	6.194628181013905	-2.839431724763422	0.004742094221820034	0.417367100715154	-2.1648859405650205
ENSG00000127252.5	HRASLS	protein_coding	2.1044287529288743	1.139063362939362	2.834581671747646	0.0048132620663964894	0.4182921576894485	-2.689828105455625
ENSG00000204252.11	HLA-DOA	protein_coding	-1.0721203652603497	4.57678539894914	-2.832824198137694	0.0048392890566262515	0.4182921576894485	-2.170212917520501
ENSG00000168016.12	TRANK1	protein_coding	-0.6689071614870593	4.518488031410781	-2.829908421508996	0.004882751749621153	0.4182921576894485	-2.1724902119503446
ENSG00000005206.15	SPPL2B	protein_coding	0.5268930866264355	5.466974945449388	2.82056042030171	0.005024493498837114	0.4182921576894485	-2.2037589758453886
ENSG00000119640.7	ACYP1	protein_coding	0.5560225393087619	2.738934056959593	2.8201217947550505	0.005031235084069756	0.4182921576894485	-2.2622698831052266
ENSG00000182022.16	CHST15	protein_coding	-0.7348917369724535	5.771627881895078	-2.8197799940725585	0.005036494179743885	0.4182921576894485	-2.216284159452468
ENSG00000129187.13	DCTD	protein_coding	-0.42498757029250167	6.178151008784325	-2.81974321916777	0.00503706031171476	0.4182921576894485	-2.219561108485765
ENSG00000206190.10	ATP10A	protein_coding	-0.9321170134195621	2.701100513345468	-2.8191700365362964	0.005045891649461631	0.4182921576894485	-2.2033706415097263
ENSG00000140105.16	WARS	protein_coding	-0.7942106652187297	7.878677881050658	-2.816519969598669	0.005086905589691166	0.4182921576894485	-2.215152063399371
ENSG00000150787.6	PTS	protein_coding	0.5695181638053544	4.490714375350664	2.8163275193488313	0.0050898958056678	0.4182921576894485	-2.193407909716242
ENSG00000129158.9	SERGEF	protein_coding	0.48918956146193765	3.5591240050237305	2.8128836212340325	0.005143676017627272	0.4182921576894485	-2.2149733726499385
ENSG00000010030.12	ETV7	protein_coding	-0.8346906510276259	2.8483384158036897	-2.811301037259737	0.005168562198417063	0.4182921576894485	-2.2182361518419333
ENSG00000103966.8	EHD4	protein_coding	-0.5143585066330182	6.087860153310592	-2.809851988751495	0.005191444242300156	0.4182921576894485	-2.2447401679930192
ENSG00000002549.11	LAP3	protein_coding	-0.5916701751135262	6.516756344783821	-2.809738293598878	0.00519324349275839	0.4182921576894485	-2.2437800452406527
ENSG00000169245.5	CXCL10	protein_coding	-1.4281927571064865	4.5274386960222675	-2.804460517426847	0.005277390428452608	0.41987032784159517	-2.2430525932968095
ENSG00000197093.9	GAL3ST4	protein_coding	-0.6750780400852777	3.909336045833584	-2.8035196246299097	0.005292520850381649	0.41987032784159517	-2.226375298726108
ENSG00000170425.3	ADORA2B	protein_coding	-0.9522806232906509	3.4903254731213043	-2.8025833592715084	0.0053076158824219705	0.41987032784159517	-2.2270968406316234
ENSG00000125347.12	IRF1	protein_coding	-0.8142758831421871	6.112469475078667	-2.8001933718542307	0.0053463258148031085	0.4204300004658776	-2.2684815092415476
ENSG00000135679.20	MDM2	protein_coding	-0.4820453207063652	6.43195677143049	-2.797531629722887	0.005389738313815237	0.4213507187682617	-2.2746309047479625
ENSG00000129451.10	KLK10	protein_coding	-2.1976437362545047	3.661080401678011	-2.7922694942936968	0.0054765039815590135	0.42563004628607776	-2.251472442712931
ENSG00000141510.14	TP53	protein_coding	-1.0098878119784997	5.931523190751244	-2.7874182259316576	0.0055576139426554965	0.4281271021499242	-2.298001898376718
ENSG00000132256.17	TRIM5	protein_coding	-0.5267017466797848	4.337075024083433	-2.7847760239306263	0.005602245972985079	0.4281271021499242	-2.278908331224197
ENSG00000117632.19	STMN1	protein_coding	0.6807191218877499	7.79589295320589	2.783007034500334	0.005632308837635105	0.4281271021499242	-2.305863609511876
ENSG00000119844.13	AFTPH	protein_coding	0.3893076535582581	5.699567649688694	2.7827030198941003	0.00563749005840758	0.4281271021499242	-2.302377250262249
ENSG00000095015.5	MAP3K1	protein_coding	-0.5238201927973961	5.02818163175538	-2.778159341435592	0.005715442375666375	0.4289596530018817	-2.309128197361947
